BCV	text	func_morph	form_morph	strongs	lemma	normalized
1Cor 14:22	εἰσιν	V-PAI-3P	V-PAI-3P	1510&5719	εἰμί	εἰσιν	
1Cor 14:22	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
1Cor 14:22	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
1Cor 14:22	πιστεύουσιν	V-PAP-DPM	V-PAP-DPM	4100&5723	πιστεύω	πιστεύουσιν	
1Cor 14:22	ἀλλὰ	CONJ	CONJ	235	ἀλλά	ἀλλά	
1Cor 14:22	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
1Cor 14:22	ἀπίστοις,	A-DPM	A-DPM	571	ἄπιστος	ἀπίστοις	
1Cor 14:22	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
1Cor 14:22	δὲ	CONJ	CONJ	1161	δέ	δέ	
1Cor 14:22	προφητεία	N-NSF	N-NSF	4394	προφητεία	προφητεία	
1Cor 14:22	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
1Cor 14:22	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
1Cor 14:22	ἀπίστοις	A-DPM	A-DPM	571	ἄπιστος	ἀπίστοις	
1Cor 14:22	ἀλλὰ	CONJ	CONJ	235	ἀλλά	ἀλλά	
1Cor 14:22	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
1Cor 14:22	πιστεύουσιν.	V-PAP-DPM	V-PAP-DPM	4100&5723	πιστεύω	πιστεύουσιν	
1Cor 14:23	Ἐὰν	COND	COND	1437	ἐάν	Ἐάν	
1Cor 14:23	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
1Cor 14:23	συνέλθῃ	V-2AAS-3S	V-2AAS-3S	4905&5632	συνέρχομαι	συνέλθῃ	
1Cor 14:23	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
1Cor 14:23	ἐκκλησία	N-NSF	N-NSF	1577	ἐκκλησία	ἐκκλησία	
1Cor 14:23	ὅλη	A-NSF	A-NSF	3650	ὅλος	ὅλη	
1Cor 14:23	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
1Cor 14:23	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
1Cor 14:23	αὐτὸ	P-ASN	P-ASN	846	αὐτός	αὐτό	
1Cor 14:23	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 14:23	πάντες	A-NPM	A-NPM	3956	πᾶς	πάντες	
1Cor 14:23	λαλῶσιν	V-PAS-3P	V-PAS-3P	2980&5725	λαλέω	λαλῶσιν	
1Cor 14:23	γλώσσαις,	N-DPF	N-DPF	1100	γλῶσσα	γλώσσαις	
1Cor 14:23	εἰσέλθωσιν	V-2AAS-3P	V-2AAS-3P	1525&5632	εἰσέρχομαι	εἰσέλθωσιν	
1Cor 14:23	δὲ	CONJ	CONJ	1161	δέ	δέ	
1Cor 14:23	ἰδιῶται	N-NPM	N-NPM	2399	ἰδιώτης	ἰδιῶται	
1Cor 14:23	ἢ	PRT	PRT	2228	ἤ	ἤ	
1Cor 14:23	ἄπιστοι,	A-NPM	A-NPM	571	ἄπιστος	ἄπιστοι	
1Cor 14:23	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
1Cor 14:23	ἐροῦσιν	V-FAI-3P	V-FAI-3P	2046&5692	εἶπον	ἐροῦσιν	
1Cor 14:23	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
1Cor 14:23	μαίνεσθε;	V-PNI-2P	V-PNI-2P	3105&5736	μαίνομαι	μαίνεσθε	
1Cor 14:24	ἐὰν	COND	COND	1437	ἐάν	ἐάν	
1Cor 14:24	δὲ	CONJ	CONJ	1161	δέ	δέ	
1Cor 14:24	πάντες	A-NPM	A-NPM	3956	πᾶς	πάντες	
1Cor 14:24	προφητεύωσιν,	V-PAS-3P	V-PAS-3P	4395&5725	προφητεύω	προφητεύωσιν	
1Cor 14:24	εἰσέλθῃ	V-2AAS-3S	V-2AAS-3S	1525&5632	εἰσέρχομαι	εἰσέλθῃ	
1Cor 14:24	δέ	CONJ	CONJ	1161	δέ	δέ	
1Cor 14:24	τις	X-NSM	X-NSM	5100	τὶς	τις	
1Cor 14:24	ἄπιστος	A-NSM	A-NSM	571	ἄπιστος	ἄπιστος	
1Cor 14:24	ἢ	PRT	PRT	2228	ἤ	ἤ	
1Cor 14:24	ἰδιώτης,	N-NSM	N-NSM	2399	ἰδιώτης	ἰδιώτης	
1Cor 14:24	ἐλέγχεται	V-PPI-3S	V-PEI-3S	1651&5743	ἐλέγχω	ἐλέγχεται	
1Cor 14:24	ὑπὸ	PREP	PREP	5259	ὑπό	ὑπό	
1Cor 14:24	πάντων,	A-GPM	A-GPM	3956	πᾶς	πάντων	
1Cor 14:24	ἀνακρίνεται	V-PPI-3S	V-PEI-3S	350&5743	ἀνακρίνω	ἀνακρίνεται	
1Cor 14:24	ὑπὸ	PREP	PREP	5259	ὑπό	ὑπό	
1Cor 14:24	πάντων,	A-GPM	A-GPM	3956	πᾶς	πάντων	
1Cor 14:25	τὰ	T-NPN	T-NPN	3588	ὁ	τά	
1Cor 14:25	κρυπτὰ	A-NPN	A-NPN	2927	κρυπτός	κρυπτά	
1Cor 14:25	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
1Cor 14:25	καρδίας	N-GSF	N-GSF	2588	καρδία	καρδίας	
1Cor 14:25	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
1Cor 14:25	φανερὰ	A-NPN	A-NPN	5318	φανερός	φανερά	
1Cor 14:25	γίνεται,	V-PNI-3S	V-PNI-3S	1096&5736	γίνομαι	γίνεται	
1Cor 14:25	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 14:25	οὕτως	ADV	ADV	3779	οὕτω	οὕτως	
1Cor 14:25	πεσὼν	V-2AAP-NSM	V-2AAP-NSM	4098&5631	πίπτω	πεσών	
1Cor 14:25	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
1Cor 14:25	πρόσωπον	N-ASN	N-ASN	4383	πρόσωπον	πρόσωπον	
1Cor 14:25	προσκυνήσει	V-FAI-3S	V-FAI-3S	4352&5692	προσκυνέω	προσκυνήσει	
1Cor 14:25	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
1Cor 14:25	Θεῷ,	N-DSM	N-DSM	2316	θεός	Θεῷ	
1Cor 14:25	ἀπαγγέλλων	V-PAP-NSM	V-PAP-NSM	518&5723	ἀπαγγέλλω	ἀπαγγέλλων	
1Cor 14:25	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
1Cor 14:25	Ὄντως	ADV	ADV	3689	ὄντως	Ὄντως	
1Cor 14:25	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
1Cor 14:25	Θεὸς	N-NSM	N-NSM	2316	θεός	Θεός	
1Cor 14:25	ἐν	PREP	PREP	1722	ἐν	ἐν	
1Cor 14:25	ὑμῖν	P-2DP	P-2DP	4771	σύ	ὑμῖν	
1Cor 14:25	ἐστιν.	V-PAI-3S	V-PAI-3S	1510	εἰμί	ἐστιν	
1Cor 14:26	Τί	I-NSN	I-NSN	5101	τίς	Τί	
1Cor 14:26	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
1Cor 14:26	ἐστιν,	V-PAI-3S	V-PAI-3S	1510	εἰμί	ἐστιν	
1Cor 14:26	ἀδελφοί;	N-VPM	N-VPM	80	ἀδελφός	ἀδελφοί	
1Cor 14:26	ὅταν	CONJ	CONJ	3752	ὅταν	ὅταν	
1Cor 14:26	συνέρχησθε,	V-PNS-2P	V-PNS-2P	4905&5741	συνέρχομαι	συνέρχησθε	
1Cor 14:26	ἕκαστος	A-NSM	A-NSM	1538	ἕκαστος	ἕκαστος	
1Cor 14:26	ψαλμὸν	N-ASM	N-ASM	5568	ψαλμός	ψαλμόν	
1Cor 14:26	ἔχει,	V-PAI-3S	V-PAI-3S	2192&5719	ἔχω	ἔχει	
1Cor 14:26	διδαχὴν	N-ASF	N-ASF	1322	διδαχή	διδαχήν	
1Cor 14:26	ἔχει,	V-PAI-3S	V-PAI-3S	2192&5719	ἔχω	ἔχει	
1Cor 14:26	ἀποκάλυψιν	N-ASF	N-ASF	602	ἀποκάλυψις	ἀποκάλυψιν	
1Cor 14:26	ἔχει,	V-PAI-3S	V-PAI-3S	2192&5719	ἔχω	ἔχει	
1Cor 14:26	γλῶσσαν	N-ASF	N-ASF	1100	γλῶσσα	γλῶσσαν	
1Cor 14:26	ἔχει,	V-PAI-3S	V-PAI-3S	2192&5719	ἔχω	ἔχει	
1Cor 14:26	ἑρμηνείαν	N-ASF	N-ASF	2058	ἑρμηνεία	ἑρμηνείαν	
1Cor 14:26	ἔχει·	V-PAI-3S	V-PAI-3S	2192&5719	ἔχω	ἔχει	
1Cor 14:26	πάντα	A-NPN	A-NPN	3956	πᾶς	πάντα	
1Cor 14:26	πρὸς	PREP	PREP	4314	πρός	πρός	
1Cor 14:26	οἰκοδομὴν	N-ASF	N-ASF	3619	οἰκοδομή	οἰκοδομήν	
1Cor 14:26	γινέσθω.	V-PNM-3S	V-PNM-3S	1096&5737	γίνομαι	γινέσθω	
1Cor 14:27	εἴτε	CONJ	CONJ	1535	εἴτε	εἴτε	
1Cor 14:27	γλώσσῃ	N-DSF	N-DSF	1100	γλῶσσα	γλώσσῃ	
1Cor 14:27	τις	X-NSM	X-NSM	5100	τὶς	τις	
1Cor 14:27	λαλεῖ,	V-PAI-3S	V-PAI-3S	2980&5719	λαλέω	λαλεῖ	
1Cor 14:27	κατὰ	PREP	PREP	2596	κατά	κατά	
1Cor 14:27	δύο	A-NUI	A-NUI	1417	δύο	δύο	
1Cor 14:27	ἢ	PRT	PRT	2228	ἤ	ἤ	
1Cor 14:27	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
1Cor 14:27	πλεῖστον	A-ASN-S	A-ASN-S	4183	πολύς	πλεῖστον	
1Cor 14:27	τρεῖς,	A-APM	A-APM	5140	τρεῖς	τρεῖς	
1Cor 14:27	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 14:27	ἀνὰ	PREP	PREP	303	ἀνά	ἀνά	
1Cor 14:27	μέρος,	N-ASN	N-ASN	3313	μέρος	μέρος	
1Cor 14:27	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 14:27	εἷς	A-NSM	A-NSM	1520	εἷς	εἷς	
1Cor 14:27	διερμηνευέτω·	V-PAM-3S	V-PAM-3S	1329&5720	διερμηνεύω	διερμηνευέτω	
1Cor 14:28	ἐὰν	COND	COND	1437	ἐάν	ἐάν	
1Cor 14:28	δὲ	CONJ	CONJ	1161	δέ	δέ	
1Cor 14:28	μὴ	PRT-N	PRT-N	3361	μή	μή	
1Cor 14:28	ᾖ	V-PAS-3S	V-PAS-3S	1510&5725	εἰμί	ᾖ	
1Cor 14:28	διερμηνευτής,	N-NSM	N-NSM	1328	διερμηνευτής	διερμηνευτής	
1Cor 14:28	σιγάτω	V-PAM-3S	V-PAM-3S	4601&5720	σιγάω	σιγάτω	
1Cor 14:28	ἐν	PREP	PREP	1722	ἐν	ἐν	
1Cor 14:28	ἐκκλησίᾳ,	N-DSF	N-DSF	1577	ἐκκλησία	ἐκκλησίᾳ	
1Cor 14:28	ἑαυτῷ	F-3DSM	F-3DSM	1438	ἑαυτοῦ	ἑαυτῷ	
1Cor 14:28	δὲ	CONJ	CONJ	1161	δέ	δέ	
1Cor 14:28	λαλείτω	V-PAM-3S	V-PAM-3S	2980&5720	λαλέω	λαλείτω	
1Cor 14:28	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 14:28	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
1Cor 14:28	Θεῷ.	N-DSM	N-DSM	2316	θεός	Θεῷ	
1Cor 14:29	προφῆται	N-NPM	N-NPM	4396	προφήτης	προφῆται	
1Cor 14:29	δὲ	CONJ	CONJ	1161	δέ	δέ	
1Cor 14:29	δύο	A-NUI	A-NUI	1417	δύο	δύο	
1Cor 14:29	ἢ	PRT	PRT	2228	ἤ	ἤ	
1Cor 14:29	τρεῖς	A-NPM	A-NPM	5140	τρεῖς	τρεῖς	
1Cor 14:29	λαλείτωσαν,	V-PAM-3P	V-PAM-3P	2980&5720	λαλέω	λαλείτωσαν	
1Cor 14:29	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 14:29	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
1Cor 14:29	ἄλλοι	A-NPM	A-NPM	243	ἄλλος	ἄλλοι	
1Cor 14:29	διακρινέτωσαν·	V-PAM-3P	V-PAM-3P	1252&5720	διακρίνω	διακρινέτωσαν	
1Cor 14:30	ἐὰν	COND	COND	1437	ἐάν	ἐάν	
1Cor 14:30	δὲ	CONJ	CONJ	1161	δέ	δέ	
1Cor 14:30	ἄλλῳ	A-DSM	A-DSM	243	ἄλλος	ἄλλῳ	
1Cor 14:30	ἀποκαλυφθῇ	V-APS-3S	V-APS-3S	601&5686	ἀποκαλύπτω	ἀποκαλυφθῇ	
1Cor 14:30	καθημένῳ,	V-PNP-DSM	V-PNP-DSM	2521&5740	κάθημαι	καθημένῳ	
1Cor 14:30	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
1Cor 14:30	πρῶτος	A-NSM-S	A-NSM-S	4413	πρῶτος	πρῶτος	
1Cor 14:30	σιγάτω.	V-PAM-3S	V-PAM-3S	4601&5720	σιγάω	σιγάτω	
1Cor 14:31	δύνασθε	V-PNI-2P	V-PNI-2P	1410&5736	δύναμαι	δύνασθε	
1Cor 14:31	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
1Cor 14:31	καθ’	PREP	PREP	2596	κατά	καθ’	
1Cor 14:31	ἕνα	A-ASM	A-ASM	1520	εἷς	ἕνα	
1Cor 14:31	πάντες	A-NPM	A-NPM	3956	πᾶς	πάντες	
1Cor 14:31	προφητεύειν,	V-PAN	V-PAN	4395&5721	προφητεύω	προφητεύειν	
1Cor 14:31	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
1Cor 14:31	πάντες	A-NPM	A-NPM	3956	πᾶς	πάντες	
1Cor 14:31	μανθάνωσιν	V-PAS-3P	V-PAS-3P	3129&5725	μανθάνω	μανθάνωσιν	
1Cor 14:31	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 14:31	πάντες	A-NPM	A-NPM	3956	πᾶς	πάντες	
1Cor 14:31	παρακαλῶνται.	V-PPS-3P	V-PES-3P	3870&5747	παρακαλέω	παρακαλῶνται	
1Cor 14:32	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 14:32	πνεύματα	N-NPN	N-NPN	4151	πνεῦμα	πνεύματα	
1Cor 14:32	προφητῶν	N-GPM	N-GPM	4396	προφήτης	προφητῶν	
1Cor 14:32	προφήταις	N-DPM	N-DPM	4396	προφήτης	προφήταις	
1Cor 14:32	ὑποτάσσεται·	V-PPI-3S	V-PEI-3S	5293&5743	ὑποτάσσω	ὑποτάσσεται	
1Cor 14:33	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
1Cor 14:33	γάρ	CONJ	CONJ	1063	γάρ	γάρ	
1Cor 14:33	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
1Cor 14:33	ἀκαταστασίας	N-GSF	N-GSF	181	ἀκαταστασία	ἀκαταστασίας	
1Cor 14:33	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
1Cor 14:33	Θεὸς	N-NSM	N-NSM	2316	θεός	Θεός	
1Cor 14:33	ἀλλὰ	CONJ	CONJ	235	ἀλλά	ἀλλά	
1Cor 14:33	εἰρήνης,	N-GSF	N-GSF	1515	εἰρήνη	εἰρήνης	
1Cor 14:33	Ὡς	ADV	ADV	5613	ὡς	Ὡς	
1Cor 14:33	ἐν	PREP	PREP	1722	ἐν	ἐν	
1Cor 14:33	πάσαις	A-DPF	A-DPF	3956	πᾶς	πάσαις	
1Cor 14:33	ταῖς	T-DPF	T-DPF	3588	ὁ	ταῖς	
1Cor 14:33	ἐκκλησίαις	N-DPF	N-DPF	1577	ἐκκλησία	ἐκκλησίαις	
1Cor 14:33	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
1Cor 14:33	ἁγίων,	A-GPM	A-GPM	40	ἅγιος	ἁγίων	
1Cor 14:34	αἱ	T-NPF	T-NPF	3588	ὁ	αἱ	
1Cor 14:34	γυναῖκες	N-NPF	N-NPF	1135	γυνή	γυναῖκες	
1Cor 14:34	ἐν	PREP	PREP	1722	ἐν	ἐν	
1Cor 14:34	ταῖς	T-DPF	T-DPF	3588	ὁ	ταῖς	
1Cor 14:34	ἐκκλησίαις	N-DPF	N-DPF	1577	ἐκκλησία	ἐκκλησίαις	
1Cor 14:34	σιγάτωσαν·	V-PAM-3P	V-PAM-3P	4601&5720	σιγάω	σιγάτωσαν	
1Cor 14:34	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
1Cor 14:34	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
1Cor 14:34	ἐπιτρέπεται	V-PPI-3S	V-PEI-3S	2010&5743	ἐπιτρέπω	ἐπιτρέπεται	
1Cor 14:34	αὐταῖς	P-DPF	P-DPF	846	αὐτός	αὐταῖς	
1Cor 14:34	λαλεῖν,	V-PAN	V-PAN	2980&5721	λαλέω	λαλεῖν	
1Cor 14:34	ἀλλὰ	CONJ	CONJ	235	ἀλλά	ἀλλά	
1Cor 14:34	ὑποτασσέσθωσαν,	V-PPM-3P	V-PEM-3P	5293&5744	ὑποτάσσω	ὑποτασσέσθωσαν	
1Cor 14:34	καθὼς	ADV	ADV	2531	καθώς	καθώς	
1Cor 14:34	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 14:34	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
1Cor 14:34	νόμος	N-NSM	N-NSM	3551	νόμος	νόμος	
1Cor 14:34	λέγει.	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
1Cor 14:35	εἰ	COND	COND	1487	εἰ	εἰ	
1Cor 14:35	δέ	CONJ	CONJ	1161	δέ	δέ	
1Cor 14:35	τι	X-ASN	X-ASN	5100	τὶς	τι	
1Cor 14:35	μαθεῖν	V-2AAN	V-2AAN	3129	μανθάνω	μαθεῖν	
1Cor 14:35	θέλουσιν,	V-PAI-3P	V-PAI-3P	2309&5719	θέλω	θέλουσιν	
1Cor 14:35	ἐν	PREP	PREP	1722	ἐν	ἐν	
1Cor 14:35	οἴκῳ	N-DSM	N-DSM	3624	οἶκος	οἴκῳ	
1Cor 14:35	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
1Cor 14:35	ἰδίους	A-APM	A-APM	2398	ἴδιος	ἰδίους	
1Cor 14:35	ἄνδρας	N-APM	N-APM	435	ἀνήρ	ἄνδρας	
1Cor 14:35	ἐπερωτάτωσαν·	V-PAM-3P	V-PAM-3P	1905&5720	ἐπερωτάω	ἐπερωτάτωσαν	
1Cor 14:35	αἰσχρὸν	A-NSN	A-NSN	150	αἰσχρός	αἰσχρόν	
1Cor 14:35	γάρ	CONJ	CONJ	1063	γάρ	γάρ	
1Cor 14:35	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
1Cor 14:35	γυναικὶ	N-DSF	N-DSF	1135	γυνή	γυναικί	
1Cor 14:35	λαλεῖν	V-PAN	V-PAN	2980&5721	λαλέω	λαλεῖν	
1Cor 14:35	ἐν	PREP	PREP	1722	ἐν	ἐν	
1Cor 14:35	ἐκκλησίᾳ.	N-DSF	N-DSF	1577	ἐκκλησία	ἐκκλησίᾳ	
1Cor 14:36	Ἢ	PRT	PRT	2228	ἤ	Ἤ	
1Cor 14:36	ἀφ’	PREP	PREP	575	ἀπό	ἀφ’	
1Cor 14:36	ὑμῶν	P-2GP	P-2GP	4771	σύ	ὑμῶν	
1Cor 14:36	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
1Cor 14:36	λόγος	N-NSM	N-NSM	3056	λόγος	λόγος	
1Cor 14:36	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
1Cor 14:36	Θεοῦ	N-GSM	N-GSM	2316	θεός	Θεοῦ	
1Cor 14:36	ἐξῆλθεν,	V-2AAI-3S	V-2AAI-3S	1831&5627	ἐξέρχομαι	ἐξῆλθεν	
1Cor 14:36	ἢ	PRT	PRT	2228	ἤ	ἤ	
1Cor 14:36	εἰς	PREP	PREP	1519	εἰς	εἰς	
1Cor 14:36	ὑμᾶς	P-2AP	P-2AP	4771	σύ	ὑμᾶς	
1Cor 14:36	μόνους	A-APM	A-APM	3441	μόνος	μόνους	
1Cor 14:36	κατήντησεν;	V-AAI-3S	V-AAI-3S	2658&5656	καταντάω	κατήντησεν	
1Cor 14:37	Εἴ	COND	COND	1487	εἰ	Εἴ	
1Cor 14:37	τις	X-NSM	X-NSM	5100	τὶς	τις	
1Cor 14:37	δοκεῖ	V-PAI-3S	V-PAI-3S	1380&5719	δοκέω	δοκεῖ	
1Cor 14:37	προφήτης	N-NSM	N-NSM	4396	προφήτης	προφήτης	
1Cor 14:37	εἶναι	V-PAN	V-PAN	1510&5721	εἰμί	εἶναι	
1Cor 14:37	ἢ	PRT	PRT	2228	ἤ	ἤ	
1Cor 14:37	πνευματικός,	A-NSM	A-NSM	4152	πνευματικός	πνευματικός	
1Cor 14:37	ἐπιγινωσκέτω	V-PAM-3S	V-PAM-3S	1921&5720	ἐπιγινώσκω	ἐπιγινωσκέτω	
1Cor 14:37	ἃ	R-APN	R-APN	3739	ὅς	ἅ	
1Cor 14:37	γράφω	V-PAI-1S	V-PAI-1S	1125&5719	γράφω	γράφω	
1Cor 14:37	ὑμῖν	P-2DP	P-2DP	4771	σύ	ὑμῖν	
1Cor 14:37	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
1Cor 14:37	Κυρίου	N-GSM	N-GSM	2962	κύριος	Κυρίου	
1Cor 14:37	ἐστὶν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστίν	
1Cor 14:37	ἐντολή·	N-NSF	N-NSF	1785	ἐντολή	ἐντολή	
1Cor 14:38	εἰ	COND	COND	1487	εἰ	εἰ	
1Cor 14:38	δέ	CONJ	CONJ	1161	δέ	δέ	
1Cor 14:38	τις	X-NSM	X-NSM	5100	τὶς	τις	
1Cor 14:38	ἀγνοεῖ,	V-PAI-3S	V-PAI-3S	50&5719	ἀγνοέω	ἀγνοεῖ	
1Cor 14:38	ἀγνοεῖται.	V-PPI-3S	V-PEI-3S	50&5743	ἀγνοέω	ἀγνοεῖται	
1Cor 14:39	Ὥστε,	CONJ	CONJ	5620	ὥστε	Ὥστε	
1Cor 14:39	ἀδελφοί	N-VPM	N-VPM	80	ἀδελφός	ἀδελφοί	
1Cor 14:39	μου,	P-1GS	P-1GS	1473	ἐγώ	μου	
1Cor 14:39	ζηλοῦτε	V-PAM-2P	V-PAM-2P	2206&5720	ζηλόω	ζηλοῦτε	
1Cor 14:39	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
1Cor 14:39	προφητεύειν,	V-PAN	V-PAN	4395&5721	προφητεύω	προφητεύειν	
1Cor 14:39	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 14:39	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
1Cor 14:39	λαλεῖν	V-PAN	V-PAN	2980&5721	λαλέω	λαλεῖν	
1Cor 14:39	μὴ	PRT-N	PRT-N	3361	μή	μή	
1Cor 14:39	κωλύετε	V-PAM-2P	V-PAM-2P	2967&5720	κωλύω	κωλύετε	
1Cor 14:39	γλώσσαις·	N-DPF	N-DPF	1100	γλῶσσα	γλώσσαις	
1Cor 14:40	πάντα	A-NPN	A-NPN	3956	πᾶς	πάντα	
1Cor 14:40	δὲ	CONJ	CONJ	1161	δέ	δέ	
1Cor 14:40	εὐσχημόνως	ADV	ADV	2156	εὐσχημόνως	εὐσχημόνως	
1Cor 14:40	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 14:40	κατὰ	PREP	PREP	2596	κατά	κατά	
1Cor 14:40	τάξιν	N-ASF	N-ASF	5010	τάξις	τάξιν	
1Cor 14:40	γινέσθω.	V-PNM-3S	V-PNM-3S	1096&5737	γίνομαι	γινέσθω	
1Cor 15:1	Γνωρίζω	V-PAI-1S	V-PAI-1S	1107&5719	γνωρίζω	Γνωρίζω	
1Cor 15:1	δὲ	CONJ	CONJ	1161	δέ	δέ	
1Cor 15:1	ὑμῖν,	P-2DP	P-2DP	4771	σύ	ὑμῖν	
1Cor 15:1	ἀδελφοί,	N-VPM	N-VPM	80	ἀδελφός	ἀδελφοί	
1Cor 15:1	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
1Cor 15:1	εὐαγγέλιον	N-ASN	N-ASN	2098	εὐαγγέλιον	εὐαγγέλιον	
1Cor 15:1	ὃ	R-ASN	R-ASN	3739	ὅς	ὅ	
1Cor 15:1	εὐηγγελισάμην	V-AMI-1S	V-AMI-1S	2097&5668	εὐαγγελίζω	εὐηγγελισάμην	
1Cor 15:1	ὑμῖν,	P-2DP	P-2DP	4771	σύ	ὑμῖν	
1Cor 15:1	ὃ	R-ASN	R-ASN	3739	ὅς	ὅ	
1Cor 15:1	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 15:1	παρελάβετε,	V-2AAI-2P	V-2AAI-2P	3880&5627	παραλαμβάνω	παρελάβετε	
1Cor 15:1	ἐν	PREP	PREP	1722	ἐν	ἐν	
1Cor 15:1	ᾧ	R-DSN	R-DSN	3739	ὅς	ᾧ	
1Cor 15:1	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 15:1	ἑστήκατε,	V-RAI-2P	V-RAI-2P	2476&5758	ἵστημι	ἑστήκατε	
1Cor 15:2	δι’	PREP	PREP	1223	διά	δι’	
1Cor 15:2	οὗ	R-GSN	R-GSN	3739	ὅς	οὗ	
1Cor 15:2	καὶ	CONJ	CONJ	2532	καί	καί	
1Cor 15:2	σῴζεσθε,	V-PPI-2P	V-PEI-2P	4982&5743	σῴζω	σῴζεσθε	
1Cor 15:2	τίνι	I-DSM	I-DSM	5101	τίς	τίνι	
1Cor 15:2	λόγῳ	N-DSM	N-DSM	3056	λόγος	λόγῳ	
1Cor 15:2	εὐηγγελισάμην	V-AMI-1S	V-AMI-1S	2097&5668	εὐαγγελίζω	εὐηγγελισάμην	
1Cor 15:2	ὑμῖν,	P-2DP	P-2DP	4771	σύ	ὑμῖν	
1Cor 15:2	εἰ	COND	COND	1487	εἰ	εἰ	
1Cor 15:2	κατέχετε,	V-PAI-2P	V-PAI-2P	2722&5719	κατέχω	κατέχετε	
1Cor 15:2	ἐκτὸς	ADV	ADV	1622	ἐκτός	ἐκτός	
1Cor 15:2	εἰ	COND	COND	1487	εἰ	εἰ	
1Cor 15:2	μὴ	PRT-N	PRT-N	3361	μή	μή	
1Cor 15:2	εἰκῇ	ADV	ADV	1500	εἰκῇ	εἰκῇ	
1Cor 15:2	ἐπιστεύσατε.	V-AAI-2P	V-AAI-2P	4100&5656	πιστεύω	ἐπιστεύσατε	
1Cor 15:3	παρέδωκα	V-AAI-1S	V-AAI-1S	3860&5656	παραδίδωμι	παρέδωκα	
1Cor 15:3	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
1Cor 15:3	ὑμῖν	P-2DP	P-2DP	4771	σύ	ὑμῖν	
1Cor 15:3	ἐν	PREP	PREP	1722	ἐν	ἐν	
1Cor 15:3	πρώτοις,	A-DPM-S	A-DPM-S	4413	πρῶτος	πρώτοις	
1Cor 15:3	ὃ	R-ASN	R-ASN	3739	ὅς	ὅ	
1Cor 15:3	καὶ	CONJ	CONJ	2532	καί	καί	
